chr	trait	index	pos	lm_coefficient	variance_explained	pos.left_refineqtl	pos.peak_refineqtl	pos.right_refineqtl	max.lod	int.size
chrXI	Hydroxyurea	15754	111034	0.0381035127703418	0.00142652603468037	9055	118055	580181	1.50907235760479	571126
chrXII	Hydroxyurea	17812	86978	-0.0508733413619854	0.00241007062707786	40119	87687	768100	2.67984518525689	727981
chrVII	Hydroxyurea	9171	284360	-0.0528578763963054	0.00243043014982588	56199	284360	829946	2.90376086238106	773747
chrXIII	Hydroxyurea	22486	862695	-0.0587882769465005	0.00251133041477589	59776	862695	914895	3.57614333206037	855119
chrXII	Hydroxyurea	20214	928626	0.0481842061410063	0.00219744057420008	99667	928626	1001659	2.4153142335863	901992
chrXIV	IndolaceticAcid	23474	469224	0.219735686490597	0.0476109658819582	465187	467028	470330	62.7629211581648	5143
chrXIII	IndolaceticAcid	21603	410320	-0.128355731781024	0.0205116415228946	408241	410320	413652	20.7579952249862	5411
chrVIII	IndolaceticAcid	11145	114337	0.328648167819261	0.110291688838764	109025	114144	115080	134.799779831323	6055
chrIII	IndolaceticAcid	3346	201978	0.200387500065274	0.0321905262189703	196733	198615	204897	48.9757252539418	8164
chrIX	IndolaceticAcid	12010	40190	0.0652937018772651	0.0047995413039114	28874	40190	51730	5.73542999589409	22856
chrIV	IndolaceticAcid	5452	998628	-0.201944415213325	0.0406378139819556	976271	998628	1003824	53.2658165689853	27553
chrVII	IndolaceticAcid	10475	951726	-0.0696587493602415	0.00495874197384716	945166	949816	974583	6.48833028954664	29417
chrIII	IndolaceticAcid	3145	64304	-0.0499133228545006	0.00296155011851031	37664	67820	69265	3.1180883649202	31601
chrXII	IndolaceticAcid	19014	646705	0.137876104138388	0.0187165553803441	640445	646705	680974	25.1480333020506	40529
chrII	IndolaceticAcid	1742	407571	-0.0658255168826288	0.0032744910862461	378868	392785	423054	5.80269686073041	44186
chrIV	IndolaceticAcid	5868	1357789	-0.0521938927306298	0.00367183252939161	1331502	1357789	1385256	3.65440964818362	53754
chrIV	IndolaceticAcid	4180	221175	0.0528608933769333	0.00237005508399684	200337	242997	266671	3.72336165156878	66334
chrXIII	IndolaceticAcid	21018	151409	-0.0577961668085495	0.00381140036895869	78839	107332	160665	4.24471691471138	81826
chrXI	IndolaceticAcid	15418	33673	0.0417173494001829	0.00226636047717723	4534	43005	91192	2.33779151769539	86658
chrX	IndolaceticAcid	13782	136195	0.069387894988003	0.00381590936994276	58706	80826	146902	6.45855933420773	88196
chrXVI	IndolaceticAcid	27695	502088	-0.0546178127106164	0.00301776532214169	466824	502088	568030	4.00419560717108	101206
chrXIII	IndolaceticAcid	21389	295950	-0.0482821610832252	0.00184041302116164	249476	295950	352789	2.81984034627288	103313
chrXVI	IndolaceticAcid	26801	93959	0.0437152133768741	0.00190168391695113	26510	93137	133186	2.56569445733521	106676
chrIV	IndolaceticAcid	4814	527319	-0.041904190885969	0.00119415579460874	339391	523964	562709	2.31147249969507	223318
chrXV	IndolaceticAcid	24016	34108	0.0439221786688105	0.00216256688886591	33217	34108	751144	2.59614817624981	717927
chrVI	Lactate	7823	72514	-0.0546805584321784	0.00361397355251692	71959	72514	72876	5.24478198943223	917
chrXIV	Lactate	23276	376313	0.444383939555806	0.196889069954845	374659	376313	376490	20.0252795630834	1831
chrXV	Lactate	24638	173080	-0.240633274300278	0.0798683718005778	171973	173080	174675	38.3063744734106	2702
chrXII	Lactate	17931	113903	0.0746031026057849	0.00486631040362318	109886	113367	115271	10.568830590325	5385
chrXV	Lactate	25064	382144	-0.301643254050692	0.0956898928607116	378723	382144	385035	153.252318121437	6312
chrXV	Lactate	24039	37812	0.0932414719262867	0.0057764860391341	33217	34108	39595	13.9609320007468	6378
chrXII	Lactate	19439	755553	0.176234959349532	0.0437288266739723	749302	750621	757020	41.6257356572499	7718
chrIX	Lactate	12587	241892	0.075068003266282	0.000789792094989499	239129	241892	247598	6.33187720062892	8469
chrV	Lactate	6706	192719	0.0675480350872002	0.00241750984261652	187838	190283	199140	6.88217052329151	11302
chrIV	Lactate	5645	1150691	0.126972567967442	0.00770789295389621	1144484	1150691	1156446	21.2775218333724	11962
chrVIII	Lactate	11402	186876	-0.0824683429955866	0.0027874688960066	178843	186876	191248	12.9310188265466	12405
chrXVI	Lactate	27674	498788	-0.0806905993031364	0.00309273308534202	492354	499678	505150	10.344297761529	12796
chrI	Lactate	60	39105	0.100428217602308	0.0125138509671033	35514	39105	48751	18.986086628314	13237
chrXI	Lactate	16428	269826	-0.0835273196660999	0.00570098201042068	263597	270178	278119	11.6217246475895	14522
chrXIV	Lactate	23472	467219	0.143056098760246	0.017542303632209	457243	467219	473303	32.8840569174761	16060
chrXII	Lactate	18807	559667	-0.0845636520737475	0.00651906199995356	557420	563207	574950	12.3340234571153	17530
chrII	Lactate	2208	529864	0.135170090951461	0.014198445371568	517497	532114	536637	32.1897227658744	19140
chrIX	Lactate	11971	33799	0.0462323787327058	0.00113486736905671	28874	33870	48879	3.59638534776821	20005
chrXV	Lactate	25743	557623	-0.0526374315948776	0.0026274788506625	397192	411900	417481	5.15339765842191	20289
chrXV	Lactate	24453	138662	-0.0939777575063974	0.00292860086192431	137304	138662	158239	5.62268738996102	20935
chrXV	Lactate	26661	1023392	-0.089781190866273	0.00754073091468819	1004868	1023427	1027094	15.2703159006622	22226
chrII	Lactate	2927	700736	-0.0675697734664165	0.00168079464638034	683586	700423	707848	8.15610928948809	24262
chrV	Lactate	7017	287674	-0.0931239944809878	0.00567337611161182	263652	269034	289447	13.029277975575	25795
chrXI	Lactate	15357	22343	0.0403129963192886	0.00174140596065534	4534	22343	33790	2.92006710429314	29256
chrIX	Lactate	12812	286346	-0.061998659409041	0.000886623488815558	267785	286316	298782	4.50923474563285	30997
chrIV	Lactate	5576	1080523	-0.0674695574555217	0.00129324324877605	1060010	1080523	1091234	5.24541819674187	31224
chrIV	Lactate	4637	392128	0.0655468883375605	0.00265970589637074	381770	392128	415430	8.07367064635412	33660
chrXI	Lactate	15853	135083	0.0734502895341168	0.00186741666862909	115995	135083	157764	8.48929156237784	41769
chrX	Lactate	13652	105718	0.0557133020842563	0.00339952221580156	84895	108954	128925	5.92599597521769	44030
chrIV	Lactate	5436	974630	0.093889901180993	0.00735632919003062	944445	974630	996583	13.706295727077	52138
chrXII	Lactate	19067	668241	0.0675394735637855	0.00401265791045538	627007	668241	679180	5.95554035766884	52173
chrI	Lactate	296	131539	-0.050518573240608	0.00181072010291518	94351	136195	154746	4.78968576073896	60395
chrIV	Lactate	5867	1357207	-0.0552891094537767	0.00370677586400182	1317903	1357207	1385256	5.78237377624373	67353
chrXIV	Lactate	22962	187740	0.0468970899046711	0.00206553306716542	186921	238429	259493	4.16733612982023	72572
chrIX	Lactate	12352	138636	-0.0484067657798549	0.00273292234801026	93577	157808	176421	3.71026113169285	82844
chrVII	Lactate	9626	477177	0.071582001960476	0.00574648295691183	463372	477177	546634	9.74249367412335	83262
chrXVI	Lactate	27884	613369	0.0611084961644589	0.0030807396147148	526392	613348	631944	5.94830210647012	105552
chrXIV	Lactate	23268	372376	-0.0735418033979323	0.000513583895496789	238429	319557	376313	0.561086699201837	137884
chrXII	Lactate	18531	392412	0.0531024144188115	0.00403028523160407	368150	392412	508274	5.30041594789463	140124
chrVI	Lactate	8217	174110	-0.0353619228568807	0.000840994449755876	72636	73237	223266	2.2053352777375	150630
chrX	Lactate	14787	543776	0.0406405622086389	0.00209258318936886	497985	543776	675971	3.13380342947369	177986
chrXII	Lactate	20227	947537	0.0487245685732557	0.00289545874553965	810176	948612	993389	4.45254627428778	183213
chrVII	Lactate	8809	128648	0.0375962884907762	0.000920197126465193	119894	128648	375494	2.70727138991708	255600
chrXIV	Lactose	23276	376313	0.37347376480926	0.14905259185629	374659	376313	377031	16.5604963445128	2372
chrXV	Lactose	24030	36648	0.125421285530527	0.014159788841132	33217	36648	39380	19.9067774857565	6163
chrXV	Lactose	24641	173340	-0.275603239095146	0.0568827141249211	167761	170944	174201	91.5937159629214	6440
chrXII	Lactose	18825	570032	-0.0924036369129551	0.0106653728043373	568114	572294	575257	10.3108601833559	7143
chrV	Lactose	6706	192719	0.0669494805396331	0.00223134665961418	187838	192719	200053	4.69738338911543	12215
chrXV	Lactose	25155	410064	-0.106734182345037	0.00322621263409467	403103	410064	417481	4.83384787600806	14378
chrXIV	Lactose	23475	469870	0.129338577815309	0.0144736637416288	457243	470440	473648	20.1359816629323	16405
chrXIV	Lactose	23018	213772	0.0744950845961267	0.00526943434571925	199403	215120	218831	7.66769076207464	19428
chrIX	Lactose	11946	29094	0.0567654534669713	0.00270450240698401	28874	29094	52905	4.10718183558828	24031
chrIV	Lactose	5506	1053274	-0.0864770840223852	0.00387385253996804	1047131	1053274	1071771	6.11297388411981	24640
chrVII	Lactose	9355	372223	-0.0589150612841731	0.00374545887119638	354206	372223	384239	4.64393482355172	30033
chrIV	Lactose	5641	1149030	0.082939486249381	0.00195915711924441	1140684	1149030	1171430	8.00206256346877	30746
chrXIII	Lactose	20572	25025	0.0925402042867712	0.00248127513197332	9746	25025	41051	8.43868605213879	31305
chrXVI	Lactose	27673	498689	-0.0612818224153216	0.00314702251760556	483739	498689	516047	4.51001139345868	32308
chrXII	Lactose	17914	111423	0.0567601845338047	0.0039965942357724	99667	110988	132610	4.55316558241731	32943
chrXII	Lactose	19429	750988	0.101270826085924	0.02188288499563	746036	752259	779222	10.8529983302619	33186
chrIV	Lactose	5424	962545	0.10338344422861	0.00998161537014584	959283	962545	996583	8.51673286048396	37300
chrV	Lactose	6991	269057	-0.101344928894373	0.00578663019537192	255489	268219	294112	10.6896093827436	38623
chrII	Lactose	2928	705106	-0.0442597109733697	0.00121465812652868	681127	705106	721088	2.74045117822789	39961
chrXV	Lactose	26629	988183	-0.0581516501112231	0.00355664028971898	968186	987547	1008507	4.75183328619215	40321
chrXII	Lactose	19025	649837	0.111594509160932	0.00395792430376639	632062	649837	673539	11.6730044399628	41477
chrII	Lactose	1917	454261	-0.0590091316338032	0.00324172636381665	438061	454261	480074	4.86311811511109	42013
chrIV	Lactose	5033	639037	-0.0546747878024911	0.00174023701181819	629725	639037	673119	4.20487060254965	43394
chrV	Lactose	7418	526092	0.0400363031201492	0.00187151521556234	515950	527192	565000	2.25994111809405	49050
chrX	Lactose	15070	639262	0.066137057067758	0.00591552254437589	615292	653755	669427	5.86412060759613	54135
chrXIII	Lactose	20861	101365	-0.0714222148610042	0.00242131789865601	52494	58688	112670	5.02382047421332	60176
chrXV	Lactose	25058	379848	-0.131729088335281	0.0425983771989242	330823	358597	391682	7.48233837322493	60859
chrIX	Lactose	12365	141321	-0.071633360144924	0.00409311177609722	94563	141321	160170	6.5277127594494	65607
chrX	Lactose	14622	491666	0.0642449158856811	0.00463481366182374	464252	497615	531791	5.51137117616963	67539
chrXV	Lactose	25753	560610	0.0651606692709021	0.0030044306894297	515138	549314	583591	5.72488582950177	68453
chrIV	Lactose	5337	888476	0.0504366205280912	0.0042741596872474	851053	870200	922174	2.90938890968886	71121
chrX	Lactose	13652	105718	0.0466961379025573	0.00185146541423901	51509	105718	132405	3.09472415646633	80896
chrXVI	Lactose	27886	616089	0.0623675774463461	0.00146706646066231	527307	542298	616534	4.65775906202123	89227
chrXIII	Lactose	22425	844047	-0.0411292246279602	0.00468600335465407	789474	844047	895661	2.33934968967696	106187
chrVII	Lactose	9626	477177	0.0567805971134161	0.00143198643177564	462196	477384	590527	4.29768788552815	128331
chrXIV	Lactose	23262	370870	-0.0608080831473425	0.000654975187009076	215120	314163	376313	0.446132222774054	161193
chrVI	Lactose	7765	54494	-0.0517028338489274	0.00369722471822182	32818	54494	205988	3.75899056747056	173170
chrXI	Lactose	16821	419192	-0.0470134243711328	0.00371627707259975	280991	419192	454594	3.12146124567226	173603
chrXI	Lactose	15269	8893	0.04312182252054	0.00176184063839497	4534	4534	189718	2.63286019192697	185184
chrXII	Lactose	18498	370558	0.0408601339283522	0.00251200151909173	341688	400451	543240	2.34864464673979	201552
chrVII	Lactose	10020	798399	-0.0474113444394643	0.00177256727657231	477384	798196	959802	3.1775418498741	482418
chrXIII	Lactose	22191	676107	0.0445456847954749	0.00137798046317354	207757	676107	719243	2.74553871142439	511486
chrXV	MagnesiumChloride	24553	158074	-0.258068127888967	0.066500577764813	152141	158074	163253	84.2691884096619	11112
chrXIV	MagnesiumChloride	23278	376490	0.344302449096292	0.103380125495854	374659	376490	390590	9.06828258449542	15931
chrII	MagnesiumChloride	2291	544134	0.0913447058073113	0.00665594015162208	532216	544134	550268	11.017880603292	18052
chrXIV	MagnesiumChloride	23488	487250	0.130810280469078	0.016926483588438	467028	486859	488598	20.7938991273545	21570
chrIX	MagnesiumChloride	11950	29414	0.0783037343000018	0.00557721958384242	28874	29565	53091	8.11662554778422	24217
chrIII	MagnesiumChloride	3338	197306	0.0956196384116016	0.00766579160646176	185117	197306	209941	11.7569872523978	24824
chrIV	MagnesiumChloride	4812	525412	0.0914613272003049	0.012018048723042	523964	547792	551387	11.0298105515164	27423
chrI	MagnesiumChloride	2	33147	0.0539823207458478	0.00376880004922296	33070	33147	62361	3.86328434832404	29291
chrVI	MagnesiumChloride	7822	72261	-0.0542613633773359	0.00513524574179498	53989	65802	84102	3.90901576748723	30113
chrXV	MagnesiumChloride	25644	519516	-0.141139107162356	0.0192625574688177	505980	517533	544733	26.086699952212	38753
chrX	MagnesiumChloride	13689	112938	0.0863136349413617	0.00740032867415126	94118	112731	136506	9.85650122943457	42388
chrV	MagnesiumChloride	6742	197352	0.0514794289220169	0.00224013584092846	183957	200851	227110	3.52304082477258	43153
chrXVI	MagnesiumChloride	27707	505150	-0.0858440049915987	0.00729733227842595	480795	514290	526392	9.71338690477273	45597
chrIII	MagnesiumChloride	3576	301452	-0.0461009652308473	0.00243843610658654	256989	298117	302979	2.74653010486372	45990
chrXII	MagnesiumChloride	20146	906431	0.0820247309103971	0.0102096035456717	903720	906431	950296	8.67975390737774	46576
chrXIII	MagnesiumChloride	21894	524777	-0.0608714836832174	0.00384032788997368	510091	539260	559878	4.76475470979767	49787
chrXII	MagnesiumChloride	19407	745671	0.067180789420387	0.00318050864634472	727901	745671	780981	5.62164686564893	53080
chrXIV	MagnesiumChloride	23144	288822	0.056350030006191	0.00298334123099853	255754	288822	312060	3.71602745575018	56306
chrXII	MagnesiumChloride	18005	134351	-0.0558832470011418	0.00345368302962509	83008	134351	151308	4.15215063358283	68300
chrVII	MagnesiumChloride	8803	126965	0.049827258664621	0.00160543350855389	93397	117360	165923	3.28875640648454	72526
chrV	MagnesiumChloride	7341	504211	0.0479279519907688	0.00178327292813567	458086	504211	540352	3.14942822028848	82266
chrXIV	MagnesiumChloride	23267	372259	-0.0796529071910878	0.000587273122676848	288822	372259	376490	0.484501703269132	87668
chrXIII	MagnesiumChloride	22323	757815	0.0593915653064288	0.003251614203472	719517	757815	914895	4.63304603874491	195378
chrXII	MagnesiumChloride	18824	569539	-0.0514935371511031	0.00352416141886394	536833	570032	745464	3.39185212866892	208631
chrXIII	MagnesiumChloride	20916	118473	-0.0520153661235594	0.0023016290770255	48814	138823	272495	3.59100969404153	223681
chrIV	MagnesiumChloride	5414	959283	-0.039174128063084	0.00254316456020754	927628	1190854	1398006	2.03364871694004	470378
chrVIII	MagnesiumChloride	11144	114144	0.0389392625641972	0.00136911500605303	13277	117534	522772	2.00793612677586	509495
chrXV	MagnesiumChloride	26318	825198	0.0440890949597306	0.00189238042687964	551813	1039474	1069905	2.5864046811094	518092
chrVII	ManganeseSulfate	9008	188827	0.519330869780828	0.259288135321894	188282	188827	189910	493.032326785331	1628
chrXV	ManganeseSulfate	24515	148719	0.350607885679352	0.0804555592817945	147981	148719	153116	16.2649367548419	5135
chrXV	ManganeseSulfate	24488	144354	-0.133899043736355	0.000906281763071129	141126	144354	147007	2.35154100124475	5881
chrXIV	ManganeseSulfate	23277	376435	-0.129935428213327	0.0202791379303665	374659	376435	380619	38.0005401287322	5960
chrXII	ManganeseSulfate	19031	657332	-0.260019078178376	0.0677789132030982	647722	650767	658599	154.420871009281	10877
chrXV	ManganeseSulfate	26350	832576	0.0863249444799583	0.00492383592463254	829528	832222	841930	16.5237312042714	12402
chrII	ManganeseSulfate	1951	460748	-0.0906241933882147	0.0125778393892866	457215	460748	472319	16.1010031236603	15104
chrI	ManganeseSulfate	54	37976	-0.0830107398168737	0.00636468855283135	33612	35751	48890	17.0656469070907	15278
chrV	ManganeseSulfate	6738	196794	-0.070566333702418	0.00223203140341323	193011	196190	210347	12.4057340027463	17336
chrXIII	ManganeseSulfate	20579	27643	-0.153285320487023	0.0250426772925547	9746	27643	28338	56.7813801328427	18592
chrX	ManganeseSulfate	13823	146902	-0.0676877541603528	0.00415244472249747	139142	146902	157821	11.4401716499618	18679
chrXVI	ManganeseSulfate	26804	94218	-0.101510381685846	0.0105637105559725	89283	94218	108350	25.2893342373306	19067
chrXVI	ManganeseSulfate	27381	386966	-0.0710071125265734	0.00460827382386549	384709	386966	404753	11.6128733612848	20044
chrXVI	ManganeseSulfate	27763	520764	0.0882306995215842	0.00458785352186771	500351	515495	523689	17.6683174877139	23338
chrIX	ManganeseSulfate	12460	188919	0.0587310979616321	0.00580473868414349	180009	188919	204156	7.33466476442788	24147
chrXIV	ManganeseSulfate	23491	488598	-0.049215326774398	0.00153989252800205	485549	488598	513243	5.23586963915398	27694
chrVI	ManganeseSulfate	7749	51257	0.0375834785456329	0.00282863950559163	42240	61808	70309	3.52166328460078	28069
chrVII	ManganeseSulfate	10146	855417	-0.110592388024797	0.0219530749306384	837909	855417	867732	3.90913670542318	29823
chrXV	ManganeseSulfate	24730	212813	-0.0461162571374626	0.00182381296518577	197493	217521	228290	3.91887957685628	30797
chrXIII	ManganeseSulfate	21327	264400	0.137066733387929	0.0158592977634771	252877	264400	284491	45.5416352601638	31614
chrXII	ManganeseSulfate	20218	933520	-0.0546554205873752	0.00340185763270567	917649	932266	953884	7.37143150323993	36235
chrXII	ManganeseSulfate	18347	289538	0.0421994160453216	0.00141773214922368	267477	289538	304381	4.45152136836759	36904
chrXI	ManganeseSulfate	15548	65922	0.040399887866431	0.00103034218843397	33790	65661	73999	4.08386156656786	40209
chrXI	ManganeseSulfate	17500	615433	0.0372267239561053	0.00181218102200466	602166	615433	643820	3.4283593082115	41654
chrXV	ManganeseSulfate	24238	75860	0.123020663233095	0.0189575372955092	33217	75860	77347	0.734691832868975	44130
chrVII	ManganeseSulfate	9989	793785	-0.0578429953760439	0.0032375584894634	785199	802512	829946	6.3013230104566	44747
chrII	ManganeseSulfate	2308	547636	-0.0562219813897687	0.00353232337948134	535991	546732	585769	6.21839587617808	49778
chrX	ManganeseSulfate	14539	456997	-0.0535163941707685	0.00376940423613018	409479	456997	465639	7.03233107511028	56160
chrXV	ManganeseSulfate	26588	956308	-0.0388485237422139	0.00116491738051066	930562	956308	987547	3.35240217136493	56985
chrXI	ManganeseSulfate	16876	433630	-0.0534668146500801	0.00272397639721006	400712	405361	459646	7.0626490908769	58934
chrVIII	ManganeseSulfate	11808	441833	0.0511953917105553	0.00169714484857136	422853	462825	487308	6.5330167602209	64455
chrXV	ManganeseSulfate	24248	77347	0.047453994459053	0.0000205246045954183	75860	109895	144354	0.108129873746066	68494
chrXIII	ManganeseSulfate	22232	698457	-0.0414984851099593	0.00114305549500166	639623	698457	708242	4.16917010992631	68619
chrIX	ManganeseSulfate	12290	125455	0.034196176301914	0.00127659520825185	90617	125455	161738	2.49602930422282	71121
chrX	ManganeseSulfate	15068	638730	-0.0460306248690191	0.00127398819549107	583223	638730	660770	5.2035297074724	77547
chrXV	ManganeseSulfate	25825	583715	-0.064580847671998	0.00344014278212608	552421	580579	632634	10.1241847823496	80213
chrVII	ManganeseSulfate	9582	463981	-0.0370193845010276	0.00126783246840744	427479	485796	511938	3.34437509000895	84459
chrIV	ManganeseSulfate	4662	422070	0.0550633826526123	0.00381524054460455	408981	422070	499794	7.47302880453083	90813
chrXIV	ManganeseSulfate	23800	653557	0.0470325739023669	0.00256057354265962	558289	636754	655315	5.05682785010981	97026
chrXIII	ManganeseSulfate	22476	861462	0.0448071459255781	0.00335882747303201	801587	861462	899812	4.95870750180302	98225
chrXV	ManganeseSulfate	25115	394090	0.0606050671609496	0.00295941762884931	289957	303067	394456	8.80996519542714	104499
chrVII	ManganeseSulfate	9226	307064	0.0356690084739905	0.00178850373648305	275009	305928	380428	3.0131509039071	105419
chrVII	ManganeseSulfate	10198	873790	0.0291241183435035	0.0000451945722867635	873392	960080	987084	0.281640816751633	113692
chrXIII	ManganeseSulfate	21880	513425	-0.0615819213826439	0.00365922669933882	425898	513020	541095	9.20505853986572	115197
chrVII	ManganeseSulfate	10577	987134	-0.0705007469410405	0.00281941993353108	960080	997840	1075820	10.5316645489822	115740
chrIII	ManganeseSulfate	3453	251879	0.0357159318373604	0.00125442133386847	158141	214156	274530	3.19184381595528	116389
chrXIV	ManganeseSulfate	23022	214833	0.0336709081171114	0.0010692919013697	122856	214833	250138	2.77597783814849	127282
chrI	ManganeseSulfate	557	188190	0.0376103576168585	0.00169708319385336	70280	184921	207179	3.53057946627769	136899
chrXV	Menadione	24636	172515	0.222658780811563	0.0596415697259787	171745	172515	173340	68.9249164087237	1595
chrXIV	Menadione	23277	376435	-0.335418956900598	0.131773413964674	374659	376435	379436	157.590479950695	4777
chrVIII	Menadione	11405	187527	0.0536043375661254	0.000628490242816564	183913	187527	193114	4.26422828662714	9201
chrXII	Menadione	19026	650767	0.19529681944257	0.0510983530288863	647936	657041	658599	59.5144747194548	10663
chrIV	Menadione	5091	714933	-0.073026155893339	0.00455815490061091	710109	714933	720993	9.43930460121351	10884
chrXIII	Menadione	20571	24565	0.137793124976993	0.0192426833676793	16498	26333	28338	33.6115968949558	11840
chrIX	Menadione	12409	166175	0.054878322417676	0.00317397096984675	160170	166175	172231	5.42372763408673	12061
chrII	Menadione	1582	367200	0.110622824301522	0.0110935328568736	360477	367200	373782	20.8761618304881	13305
chrXIV	Menadione	23479	473303	-0.0731764273097192	0.0017655374809479	470844	480472	484904	6.08183143712563	14060
chrXIII	Menadione	22341	773437	-0.0738030605974457	0.00525463440587507	759805	773437	774681	9.79246268491056	14876
chrIV	Menadione	5554	1059094	0.0565844636201313	0.00187674268882734	1044635	1054225	1062037	3.6795812434766	17402
chrXIII	Menadione	21443	341722	-0.0984700668001029	0.0106706454452856	331755	334583	349796	17.2129050594665	18041
chrVIII	Menadione	11125	101020	0.171623560428379	0.0379906715678996	99112	101020	117556	46.8357366893298	18444
chrX	Menadione	15020	620064	-0.10048011549143	0.00819908035971769	605865	619975	624405	17.4726033077749	18540
chrXV	Menadione	25747	558953	-0.0872249842649747	0.00537034684114321	552069	558953	571079	9.86386710318084	19010
chrIV	Menadione	3616	54223	-0.0732909341414455	0.00535511995063665	46115	54223	65137	9.5527794341117	19022
chrV	Menadione	6729	195830	0.0569201467958624	0.00543764771731774	181705	192719	200851	5.77752584388702	19146
chrIV	Menadione	4814	527319	-0.101189569593625	0.0144457426309544	525682	539207	545374	17.9665428650661	19692
chrI	Menadione	124	50840	0.0424873929304187	0.00199898007542162	33070	38689	55145	3.21104761947947	22075
chrXII	Menadione	18813	562305	0.0680287141159841	0.00604605231848037	549297	568225	576167	7.51655167290062	26870
chrXV	Menadione	26052	656567	0.0871753390944952	0.00189006201778067	627315	633453	657044	10.0668990090683	29729
chrVIII	Menadione	11535	263382	-0.0607403975136137	0.00220534476868561	242447	261710	272825	5.95302382808154	30378
chrIV	Menadione	5656	1157089	0.0845728519308077	0.011807936169166	1150593	1157089	1183454	10.5878188300718	32861
chrXIV	Menadione	22809	52659	0.0384401410409336	0.00126619277733566	35550	47277	69768	2.60997915475423	34218
chrV	Menadione	7171	409170	-0.101947256897211	0.00955119969887662	399487	409170	434623	18.4571256260924	35136
chrX	Menadione	13766	128646	-0.0578386298645012	0.00453497234717465	108784	129912	148061	5.94331059924377	39277
chrXIV	Menadione	23554	525575	0.0658798207139385	0.0027003460549829	493333	529082	532790	5.47146466054085	39457
chrXII	Menadione	17891	104468	-0.0529000324789249	0.00294332757513107	88069	104468	129090	5.04823640394386	41021
chrX	Menadione	14515	448328	0.0725076014427744	0.00228107813506624	410992	429926	457744	8.73397181216569	46752
chrXI	Menadione	16591	367086	0.0927640051519228	0.010619757831185	340231	384068	389148	15.3194522739027	48917
chrX	Menadione	14096	303583	-0.0425705732384079	0.00217054019265946	265910	303583	315237	3.07478962568302	49327
chrII	Menadione	2336	551704	-0.0647044827483335	0.00424235787128793	502313	535096	554862	7.21969345203593	52549
chrVI	Menadione	8056	119328	0.0611611875693518	0.00324129476685158	111687	130995	164557	6.69459549054898	52870
chrVII	Menadione	9882	658138	0.0579518136599808	0.00293574666317683	642057	657794	701396	6.0135143549262	59339
chrIII	Menadione	3341	201173	0.0547676140968783	0.00318036805029394	165034	201185	226510	5.37460977642365	61476
chrXIV	Menadione	23931	713668	0.0398024249297333	0.00205856273870801	682649	735889	744856	2.82099804685413	62207
chrIV	Menadione	5421	961744	-0.0661681685551673	0.00139634832309023	956734	1013882	1022417	5.83784311707473	65683
chrXII	Menadione	20040	880035	0.0516522553584139	0.00127327048945622	865086	880035	934434	4.76129374733921	69348
chrXIV	Menadione	23015	213126	-0.0500199820854963	0.0022243611114885	170778	191365	241114	4.3709403721067	70336
chrXV	Menadione	25016	367410	0.0979721120107418	0.00913471008634113	318509	398467	401275	16.0918262307571	82766
chrXI	Menadione	15693	93852	0.0887016005406129	0.0089867089498343	51558	119339	137708	14.0829627301608	86150
chrIV	Menadione	4246	238826	-0.0708075323544115	0.00496228826679861	166634	243657	254813	8.93480793215349	88179
chrVII	Menadione	8631	80976	-0.060344121316635	0.00445477010422183	53419	125333	146946	6.54655657919091	93527
chrI	Menadione	341	138823	-0.0358608352993451	0.00165847088110067	56351	65910	169638	2.28624219881544	113287
chrXV	Menadione	24770	233436	0.0432554068891652	0.00144104495143863	220341	233334	369905	2.63223937588486	149564
chrI	Neomycin	576	194101	-0.191613584276588	0.0382699233897929	193260	193500	194290	85.6660559716363	1030
chrXIV	Neomycin	23277	376435	-0.344962779264534	0.0987396553192411	374659	376435	379436	194.367066212934	4777
chrXIII	Neomycin	20682	54576	-0.113757125168042	0.00826210368108545	51951	54576	56748	28.8104169823259	4797
chrXV	Neomycin	25748	559465	-0.145788280027248	0.0202473746919914	555451	558953	560610	50.8218717281907	5159
chrXI	Neomycin	15553	67872	-0.143697845467873	0.0226406646545595	66128	68129	71811	48.8619931728954	5683
chrIX	Neomycin	12693	260769	0.139294738478238	0.0223682532406297	258345	260769	265508	2.57340505441141	7163
chrXIV	Neomycin	23472	467219	0.11535958199243	0.00750028707180482	462478	467219	470330	0.299847565036998	7852
chrXV	Neomycin	24528	152141	0.120917223817011	0.00322745050274175	145551	151910	154898	8.62332428979266	9347
chrVII	Neomycin	9626	477177	-0.106742470797424	0.0153379182210204	473502	477177	482923	24.5096400745211	9421
chrXII	Neomycin	18204	259051	-0.0501094886202862	0.00273318318445236	253770	258928	264597	5.29283805831312	10827
chrXIII	Neomycin	21327	264400	0.44227377891263	0.193833998221319	261864	264400	272852	293.360292663481	10988
chrX	Neomycin	15109	658561	0.0658349831627444	0.00566268752926234	648461	657928	663968	10.1705477982172	15507
chrII	Neomycin	2317	549466	-0.0893042108261536	0.00614464808179129	539637	555375	558576	18.0573788866488	18939
chrVI	Neomycin	8084	130188	-0.101804384525831	0.0105752921359579	111687	130188	133255	25.0018697189123	21568
chrX	Neomycin	13668	108784	-0.104017058389648	0.011899441827516	107980	108784	130174	26.1216358836746	22194
chrXVI	Neomycin	27391	393858	0.12178566636921	0.0171922912073936	384709	393858	406979	35.196935694853	22270
